query_product,model,reranking,rank,recommended_product,similarity_score,final_score,rating,sold,trust_score,is_mall
Điện thoại oppo neo5 _a31. Điện thoại gia rẻ HÀNG CHÍNH HÃNG đã qua sử dụng,TF-IDF,no,3,Điện thoại thông minh Xiaomi 15 Ultra (16+512GB) | Camera Leica | Ống kính tele 200MP | Xiaomi HyperAI,0.2666,0.3578,5.0,191,0.85,1
Điện thoại oppo neo5 _a31. Điện thoại gia rẻ HÀNG CHÍNH HÃNG đã qua sử dụng,TF-IDF,no,4,iPhone 13 - Hàng Chính Hãng VN/A,0.2624,0.4124,4.89,6500,1.0,1
Điện thoại oppo neo5 _a31. Điện thoại gia rẻ HÀNG CHÍNH HÃNG đã qua sử dụng,TF-IDF,no,5,Điện thoại di động HTC Wildfire E3 lite (4GB/64GB) - Chính hãng,0.2588,0.314,4.71,74,0.55,0
Điện thoại oppo neo5 _a31. Điện thoại gia rẻ HÀNG CHÍNH HÃNG đã qua sử dụng,TF-IDF,yes,1,iPhone 13 - Hàng Chính Hãng VN/A,0.2624,0.4124,4.89,6500,1.0,1
Điện thoại oppo neo5 _a31. Điện thoại gia rẻ HÀNG CHÍNH HÃNG đã qua sử dụng,TF-IDF,yes,2,MacBook Air 2020 13.3 inch M1- Hàng Chính Hãng SA/A,0.253,0.3763,4.85,3400,0.95,1
Điện thoại oppo neo5 _a31. Điện thoại gia rẻ HÀNG CHÍNH HÃNG đã qua sử dụng,TF-IDF,yes,3,Điện thoại Apple iPhone 16 - Hàng Chính Hãng VN/A,0.2756,0.3699,4.93,883,0.85,1
Điện thoại oppo neo5 _a31. Điện thoại gia rẻ HÀNG CHÍNH HÃNG đã qua sử dụng,TF-IDF,yes,4,"Điện thoại Samsung Galaxy A16 5G (4-128GB), màn hình Super AMOLED 6.7"", kháng bụi nước IP54, bền mượt 6 năm",0.2545,0.3583,4.92,3700,0.8,1
Điện thoại oppo neo5 _a31. Điện thoại gia rẻ HÀNG CHÍNH HÃNG đã qua sử dụng,TF-IDF,yes,5,Điện thoại thông minh Xiaomi 15 Ultra (16+512GB) | Camera Leica | Ống kính tele 200MP | Xiaomi HyperAI,0.2666,0.3578,5.0,191,0.85,1
Điện thoại oppo neo5 _a31. Điện thoại gia rẻ HÀNG CHÍNH HÃNG đã qua sử dụng,SBERT,no,1,Hanrui Shop Máy tính bảng Moocis M5 màn hình cong 5D 10inch,0.8581,0.9109,5.0,0,0.5,0
Điện thoại oppo neo5 _a31. Điện thoại gia rẻ HÀNG CHÍNH HÃNG đã qua sử dụng,SBERT,no,2,Điện thoại Vivo Y11 6GB/128GB nguyên zin đẹp keng BH 12 tháng,0.8327,0.8886,4.8,23,0.55,0
Điện thoại oppo neo5 _a31. Điện thoại gia rẻ HÀNG CHÍNH HÃNG đã qua sử dụng,SBERT,no,3,Điện thoại F11 (6/128gb) Đen,0.83,0.8828,5.0,0,0.5,0
Điện thoại oppo neo5 _a31. Điện thoại gia rẻ HÀNG CHÍNH HÃNG đã qua sử dụng,SBERT,no,4,Điện thoại 6s rất đẹp,0.8251,0.8779,5.0,0,0.5,0
Điện thoại oppo neo5 _a31. Điện thoại gia rẻ HÀNG CHÍNH HÃNG đã qua sử dụng,SBERT,no,5,"Điện thoại Samsung Galaxy Z Fold6, điện thoại AI, màn hình cực đại 7.6"", mỏng nhẹ",0.8164,0.8929,5.0,569,0.7,1
Điện thoại oppo neo5 _a31. Điện thoại gia rẻ HÀNG CHÍNH HÃNG đã qua sử dụng,SBERT,yes,1,Hanrui Shop Máy tính bảng Moocis M5 màn hình cong 5D 10inch,0.8581,0.9109,5.0,0,0.5,0
Điện thoại oppo neo5 _a31. Điện thoại gia rẻ HÀNG CHÍNH HÃNG đã qua sử dụng,SBERT,yes,2,"Điện thoại Samsung Galaxy S24 Ultra, Điện thoại AI, Camera 200MP, Màn hình lớn 6.8""",0.8052,0.9039,5.0,5400,0.7,1
Điện thoại oppo neo5 _a31. Điện thoại gia rẻ HÀNG CHÍNH HÃNG đã qua sử dụng,SBERT,yes,3,"Điện thoại Samsung Galaxy Z Fold6, điện thoại AI, màn hình cực đại 7.6"", mỏng nhẹ",0.8164,0.8929,5.0,569,0.7,1
Điện thoại oppo neo5 _a31. Điện thoại gia rẻ HÀNG CHÍNH HÃNG đã qua sử dụng,SBERT,yes,4,Điện thoại Vivo Y11 6GB/128GB nguyên zin đẹp keng BH 12 tháng,0.8327,0.8886,4.8,23,0.55,0
Điện thoại oppo neo5 _a31. Điện thoại gia rẻ HÀNG CHÍNH HÃNG đã qua sử dụng,SBERT,yes,5,Điện thoại F11 (6/128gb) Đen,0.83,0.8828,5.0,0,0.5,0
Điện thoại oppo neo5 _a31. Điện thoại gia rẻ HÀNG CHÍNH HÃNG đã qua sử dụng,PhoBERT,no,1,điện thoại VV Y.11 Ram 6/126GB Pin khủng 5000 mAh,0.9514,1.01,5.0,69,0.55,0
Điện thoại oppo neo5 _a31. Điện thoại gia rẻ HÀNG CHÍNH HÃNG đã qua sử dụng,PhoBERT,no,2,Điện thoại Apple iPhone 17 Pro Max - Hàng Chính Hãng ZP/A,0.9495,1.0651,4.95,2300,0.95,1
Điện thoại oppo neo5 _a31. Điện thoại gia rẻ HÀNG CHÍNH HÃNG đã qua sử dụng,PhoBERT,no,3,Đt siêu mượt Điện thoại cao cấp Vi xử lý 10 nhân Bán giá rẻ Cấu hình mạnh đỉnh điện thoại giá học sinh bản Quốc tế NEW 5G Phone,0.9488,1.0016,5.0,0,0.5,0
Điện thoại oppo neo5 _a31. Điện thoại gia rẻ HÀNG CHÍNH HÃNG đã qua sử dụng,PhoBERT,no,4,Điện thoại di động HTC Wildfire E3 lite (4GB/64GB) - Chính hãng,0.9482,1.0034,4.71,74,0.55,0
Điện thoại oppo neo5 _a31. Điện thoại gia rẻ HÀNG CHÍNH HÃNG đã qua sử dụng,PhoBERT,no,5,điện thoại giá rẽ 6.8inch Chính Hãng Android đt giá siêu rẻ Cấu Hình Mạnh Đỉnh điện thoại giá học sinh Pin trâu 6800mAh điện thoại cao cấp,0.9466,0.9994,5.0,0,0.5,0
Điện thoại oppo neo5 _a31. Điện thoại gia rẻ HÀNG CHÍNH HÃNG đã qua sử dụng,PhoBERT,yes,1,Điện thoại Apple iPhone 17 Pro Max - Hàng Chính Hãng ZP/A,0.9495,1.0651,4.95,2300,0.95,1
Điện thoại oppo neo5 _a31. Điện thoại gia rẻ HÀNG CHÍNH HÃNG đã qua sử dụng,PhoBERT,yes,2,"Điện thoại Samsung Galaxy A16 5G (4-128GB), màn hình Super AMOLED 6.7"", kháng bụi nước IP54, bền mượt 6 năm",0.9402,1.044,4.92,3700,0.8,1
Điện thoại oppo neo5 _a31. Điện thoại gia rẻ HÀNG CHÍNH HÃNG đã qua sử dụng,PhoBERT,yes,3,Điện thoại Apple iPhone 16 Plus - Hàng Chính Hãng VN/A,0.9401,1.0351,4.98,895,0.85,1
Điện thoại oppo neo5 _a31. Điện thoại gia rẻ HÀNG CHÍNH HÃNG đã qua sử dụng,PhoBERT,yes,4,Điện thoại thông minh Xiaomi 15 Ultra (16+512GB) | Camera Leica | Ống kính tele 200MP | Xiaomi HyperAI,0.9421,1.0333,5.0,191,0.85,1
Điện thoại oppo neo5 _a31. Điện thoại gia rẻ HÀNG CHÍNH HÃNG đã qua sử dụng,PhoBERT,yes,5,Điện thoại Apple iPhone 17 Pro - Hàng Chính Hãng ZP/A,0.9371,1.0168,4.69,733,0.75,1
Điện thoại oppo neo5 _a31. Điện thoại gia rẻ HÀNG CHÍNH HÃNG đã qua sử dụng,Hybrid-SBERT,no,1,Điện thoại F11 (6/128gb) Đen,0.9297,0.9825,5.0,0,0.5,0
Điện thoại oppo neo5 _a31. Điện thoại gia rẻ HÀNG CHÍNH HÃNG đã qua sử dụng,Hybrid-SBERT,no,2,Điện Thoại Thông Minh Giá Rẻ Samsung Galaxy J2 prime G532 Hỗ Trợ 4G Máy Cũ Tân Trang,0.8565,0.9029,4.4,98,0.5,0
Điện thoại oppo neo5 _a31. Điện thoại gia rẻ HÀNG CHÍNH HÃNG đã qua sử dụng,Hybrid-SBERT,no,3,điện thoại VV Y.11 Ram 6/126GB Pin khủng 5000 mAh,0.8426,0.9012,5.0,69,0.55,0
Điện thoại oppo neo5 _a31. Điện thoại gia rẻ HÀNG CHÍNH HÃNG đã qua sử dụng,Hybrid-SBERT,no,4,Điện thoại Apple iPhone 17 - Hàng Chính Hãng ZP/A,0.8051,0.8911,4.92,364,0.8,1
Điện thoại oppo neo5 _a31. Điện thoại gia rẻ HÀNG CHÍNH HÃNG đã qua sử dụng,Hybrid-SBERT,no,5,Điện thoại 6s rất đẹp,0.8023,0.8551,5.0,0,0.5,0
Điện thoại oppo neo5 _a31. Điện thoại gia rẻ HÀNG CHÍNH HÃNG đã qua sử dụng,Hybrid-SBERT,yes,1,Điện thoại F11 (6/128gb) Đen,0.9297,0.9825,5.0,0,0.5,0
Điện thoại oppo neo5 _a31. Điện thoại gia rẻ HÀNG CHÍNH HÃNG đã qua sử dụng,Hybrid-SBERT,yes,2,Điện Thoại Thông Minh Giá Rẻ Samsung Galaxy J2 prime G532 Hỗ Trợ 4G Máy Cũ Tân Trang,0.8565,0.9029,4.4,98,0.5,0
Điện thoại oppo neo5 _a31. Điện thoại gia rẻ HÀNG CHÍNH HÃNG đã qua sử dụng,Hybrid-SBERT,yes,3,điện thoại VV Y.11 Ram 6/126GB Pin khủng 5000 mAh,0.8426,0.9012,5.0,69,0.55,0
Điện thoại oppo neo5 _a31. Điện thoại gia rẻ HÀNG CHÍNH HÃNG đã qua sử dụng,Hybrid-SBERT,yes,4,Điện thoại Apple iPhone 17 - Hàng Chính Hãng ZP/A,0.8051,0.8911,4.92,364,0.8,1
Điện thoại oppo neo5 _a31. Điện thoại gia rẻ HÀNG CHÍNH HÃNG đã qua sử dụng,Hybrid-SBERT,yes,5,Điện thoại 6s rất đẹp,0.8023,0.8551,5.0,0,0.5,0
Điện thoại oppo neo5 _a31. Điện thoại gia rẻ HÀNG CHÍNH HÃNG đã qua sử dụng,Hybrid-PhoBERT,no,1,điện thoại VV Y.11 Ram 6/126GB Pin khủng 5000 mAh,0.9753,1.0339,5.0,69,0.55,0
Điện thoại oppo neo5 _a31. Điện thoại gia rẻ HÀNG CHÍNH HÃNG đã qua sử dụng,Hybrid-PhoBERT,no,2,Điện thoại di động HTC Wildfire E3 lite (4GB/64GB) - Chính hãng,0.9293,0.9845,4.71,74,0.55,0
Điện thoại oppo neo5 _a31. Điện thoại gia rẻ HÀNG CHÍNH HÃNG đã qua sử dụng,Hybrid-PhoBERT,no,3,Điện thoại thông minh Xiaomi 15 Ultra (16+512GB) | Camera Leica | Ống kính tele 200MP | Xiaomi HyperAI,0.8797,0.9709,5.0,191,0.85,1
Điện thoại oppo neo5 _a31. Điện thoại gia rẻ HÀNG CHÍNH HÃNG đã qua sử dụng,Hybrid-PhoBERT,no,4,Điện Thoại Thông Minh Giá Rẻ Samsung Galaxy J2 prime G532 Hỗ Trợ 4G Máy Cũ Tân Trang,0.8565,0.9029,4.4,98,0.5,0
Điện thoại oppo neo5 _a31. Điện thoại gia rẻ HÀNG CHÍNH HÃNG đã qua sử dụng,Hybrid-PhoBERT,no,5,Điện thoại Apple iPhone 17 Pro Max - Hàng Chính Hãng ZP/A,0.8339,0.9495,4.95,2300,0.95,1
Điện thoại oppo neo5 _a31. Điện thoại gia rẻ HÀNG CHÍNH HÃNG đã qua sử dụng,Hybrid-PhoBERT,yes,1,điện thoại VV Y.11 Ram 6/126GB Pin khủng 5000 mAh,0.9753,1.0339,5.0,69,0.55,0
Điện thoại oppo neo5 _a31. Điện thoại gia rẻ HÀNG CHÍNH HÃNG đã qua sử dụng,Hybrid-PhoBERT,yes,2,Điện thoại di động HTC Wildfire E3 lite (4GB/64GB) - Chính hãng,0.9293,0.9845,4.71,74,0.55,0
Điện thoại oppo neo5 _a31. Điện thoại gia rẻ HÀNG CHÍNH HÃNG đã qua sử dụng,Hybrid-PhoBERT,yes,3,Điện thoại thông minh Xiaomi 15 Ultra (16+512GB) | Camera Leica | Ống kính tele 200MP | Xiaomi HyperAI,0.8797,0.9709,5.0,191,0.85,1
Điện thoại oppo neo5 _a31. Điện thoại gia rẻ HÀNG CHÍNH HÃNG đã qua sử dụng,Hybrid-PhoBERT,yes,4,Điện thoại Apple iPhone 17 Pro Max - Hàng Chính Hãng ZP/A,0.8339,0.9495,4.95,2300,0.95,1
Điện thoại oppo neo5 _a31. Điện thoại gia rẻ HÀNG CHÍNH HÃNG đã qua sử dụng,Hybrid-PhoBERT,yes,5,"Điện thoại Samsung Galaxy A16 5G (4-128GB), màn hình Super AMOLED 6.7"", kháng bụi nước IP54, bền mượt 6 năm",0.8229,0.9267,4.92,3700,0.8,1
Máy tính bảng HUAWEI MatePad 11.5 | 6GB+128GB | Màn Hình HUAWEI FullView 120 Hz | Bàn Phím Rời | Ứng Dụng Văn Phòng WPS 2.0 Chuẩn PC,TF-IDF,no,1,Apple iPhone 16 128GB - Chính Hãng (VN/A),0.2572,0.3311,5.0,0,0.7,1
Máy tính bảng HUAWEI MatePad 11.5 | 6GB+128GB | Màn Hình HUAWEI FullView 120 Hz | Bàn Phím Rời | Ứng Dụng Văn Phòng WPS 2.0 Chuẩn PC,TF-IDF,no,2,Apple iPhone 16 Plus 128GB - Chính Hãng (VN/A),0.2542,0.3281,5.0,0,0.7,1
Máy tính bảng HUAWEI MatePad 11.5 | 6GB+128GB | Màn Hình HUAWEI FullView 120 Hz | Bàn Phím Rời | Ứng Dụng Văn Phòng WPS 2.0 Chuẩn PC,TF-IDF,no,3,Điện thoại vivo Y04 (6GB+128GB) - Hàng Chính Hãng - 1 Đổi 1 Tháng Đầu Tiên - Bảo Hành 12 Tháng,0.2463,0.3202,5.0,0,0.7,1
Máy tính bảng HUAWEI MatePad 11.5 | 6GB+128GB | Màn Hình HUAWEI FullView 120 Hz | Bàn Phím Rời | Ứng Dụng Văn Phòng WPS 2.0 Chuẩn PC,TF-IDF,no,4,Apple iPhone 16 Pro 128GB - Chính Hãng (VN/A),0.2456,0.3195,5.0,0,0.7,1
Máy tính bảng HUAWEI MatePad 11.5 | 6GB+128GB | Màn Hình HUAWEI FullView 120 Hz | Bàn Phím Rời | Ứng Dụng Văn Phòng WPS 2.0 Chuẩn PC,TF-IDF,no,5,Điện Thoại Di Động Masstel Fami 60S 4G,0.2441,0.2969,5.0,0,0.5,0
Máy tính bảng HUAWEI MatePad 11.5 | 6GB+128GB | Màn Hình HUAWEI FullView 120 Hz | Bàn Phím Rời | Ứng Dụng Văn Phòng WPS 2.0 Chuẩn PC,TF-IDF,yes,1,Apple iPhone 16 128GB - Chính Hãng (VN/A),0.2572,0.3311,5.0,0,0.7,1
Máy tính bảng HUAWEI MatePad 11.5 | 6GB+128GB | Màn Hình HUAWEI FullView 120 Hz | Bàn Phím Rời | Ứng Dụng Văn Phòng WPS 2.0 Chuẩn PC,TF-IDF,yes,2,Apple iPhone 16 Plus 128GB - Chính Hãng (VN/A),0.2542,0.3281,5.0,0,0.7,1
Máy tính bảng HUAWEI MatePad 11.5 | 6GB+128GB | Màn Hình HUAWEI FullView 120 Hz | Bàn Phím Rời | Ứng Dụng Văn Phòng WPS 2.0 Chuẩn PC,TF-IDF,yes,3,Điện thoại vivo Y04 (6GB+128GB) - Hàng Chính Hãng - 1 Đổi 1 Tháng Đầu Tiên - Bảo Hành 12 Tháng,0.2463,0.3202,5.0,0,0.7,1
Máy tính bảng HUAWEI MatePad 11.5 | 6GB+128GB | Màn Hình HUAWEI FullView 120 Hz | Bàn Phím Rời | Ứng Dụng Văn Phòng WPS 2.0 Chuẩn PC,TF-IDF,yes,4,Apple iPhone 16 Pro 128GB - Chính Hãng (VN/A),0.2456,0.3195,5.0,0,0.7,1
Máy tính bảng HUAWEI MatePad 11.5 | 6GB+128GB | Màn Hình HUAWEI FullView 120 Hz | Bàn Phím Rời | Ứng Dụng Văn Phòng WPS 2.0 Chuẩn PC,TF-IDF,yes,5,[MỚI] Điện thoại vivo Y19s (4GB+128GB) - 1 Đổi 1 trong tháng đầu tiên - Bảo hành chính hãng 12 tháng,0.2387,0.3126,5.0,0,0.7,1
Máy tính bảng HUAWEI MatePad 11.5 | 6GB+128GB | Màn Hình HUAWEI FullView 120 Hz | Bàn Phím Rời | Ứng Dụng Văn Phòng WPS 2.0 Chuẩn PC,SBERT,no,1,Máy tính bảng Xiaomi Pad 7 (8+128GB | 8+256GB) | Màn hình 3.2K 144Hz siêu rõ nét | HyperAI | Vi xử lí Snapdragon® 7+ Gen 3 Mobile Platform,0.8271,0.917,4.89,196,0.85,1
Máy tính bảng HUAWEI MatePad 11.5 | 6GB+128GB | Màn Hình HUAWEI FullView 120 Hz | Bàn Phím Rời | Ứng Dụng Văn Phòng WPS 2.0 Chuẩn PC,SBERT,no,2,Máy tính bảng Xiaomi Pad 8 (8+128GB|8+256GB)| Pin 9.200mAh (typ) siêu lớn| Màn hình 3.2K 144Hz siêu sắc nét| Vi xử lý Snapdragon 8s Gen 4,0.7782,0.8627,5.0,7,0.8,1
Máy tính bảng HUAWEI MatePad 11.5 | 6GB+128GB | Màn Hình HUAWEI FullView 120 Hz | Bàn Phím Rời | Ứng Dụng Văn Phòng WPS 2.0 Chuẩn PC,SBERT,no,3,Máy tính bảng Xiaomi Pad 8 Pro (8+128GB|8+256GB)| Pin 9.200mAh (typ) siêu lớn| Màn hình 3.2K 144Hz siêu sắc nét| Vi xử lý Snapdragon 8 Elite,0.7586,0.8325,5.0,0,0.7,1
Máy tính bảng HUAWEI MatePad 11.5 | 6GB+128GB | Màn Hình HUAWEI FullView 120 Hz | Bàn Phím Rời | Ứng Dụng Văn Phòng WPS 2.0 Chuẩn PC,SBERT,no,4,"Máy tính bảng P70 12 inch RAM 16GB ROM 1TB Android 13 15000mAh 24MP 48MP camera HD, Snapdragon 888, tần số quét cao 60Hz, hỗ trợ 4/5G, WiFi, Bluetooth, GPS và các tính năng khác, máy tính bảng giá rẻ, học tập, văn phòng, xem phim, chơi game.",0.7454,0.7983,5.0,18,0.5,0
Máy tính bảng HUAWEI MatePad 11.5 | 6GB+128GB | Màn Hình HUAWEI FullView 120 Hz | Bàn Phím Rời | Ứng Dụng Văn Phòng WPS 2.0 Chuẩn PC,SBERT,no,5,Điện thoại Xiaomi Mi 11 Lite 5G Rom Quốc tế tiếng Việt - Snapdragon 780G ram 8G 128G MSMS,0.7444,0.7912,4.74,93,0.45,0
Máy tính bảng HUAWEI MatePad 11.5 | 6GB+128GB | Màn Hình HUAWEI FullView 120 Hz | Bàn Phím Rời | Ứng Dụng Văn Phòng WPS 2.0 Chuẩn PC,SBERT,yes,1,Máy tính bảng Xiaomi Pad 7 (8+128GB | 8+256GB) | Màn hình 3.2K 144Hz siêu rõ nét | HyperAI | Vi xử lí Snapdragon® 7+ Gen 3 Mobile Platform,0.8271,0.917,4.89,196,0.85,1
Máy tính bảng HUAWEI MatePad 11.5 | 6GB+128GB | Màn Hình HUAWEI FullView 120 Hz | Bàn Phím Rời | Ứng Dụng Văn Phòng WPS 2.0 Chuẩn PC,SBERT,yes,2,Máy tính bảng Xiaomi Pad 8 (8+128GB|8+256GB)| Pin 9.200mAh (typ) siêu lớn| Màn hình 3.2K 144Hz siêu sắc nét| Vi xử lý Snapdragon 8s Gen 4,0.7782,0.8627,5.0,7,0.8,1
Máy tính bảng HUAWEI MatePad 11.5 | 6GB+128GB | Màn Hình HUAWEI FullView 120 Hz | Bàn Phím Rời | Ứng Dụng Văn Phòng WPS 2.0 Chuẩn PC,SBERT,yes,3,Máy tính bảng Xiaomi Pad 8 Pro (8+128GB|8+256GB)| Pin 9.200mAh (typ) siêu lớn| Màn hình 3.2K 144Hz siêu sắc nét| Vi xử lý Snapdragon 8 Elite,0.7586,0.8325,5.0,0,0.7,1
Máy tính bảng HUAWEI MatePad 11.5 | 6GB+128GB | Màn Hình HUAWEI FullView 120 Hz | Bàn Phím Rời | Ứng Dụng Văn Phòng WPS 2.0 Chuẩn PC,SBERT,yes,4,"Máy tính bảng P70 12 inch RAM 16GB ROM 1TB Android 13 15000mAh 24MP 48MP camera HD, Snapdragon 888, tần số quét cao 60Hz, hỗ trợ 4/5G, WiFi, Bluetooth, GPS và các tính năng khác, máy tính bảng giá rẻ, học tập, văn phòng, xem phim, chơi game.",0.7454,0.7983,5.0,18,0.5,0
Máy tính bảng HUAWEI MatePad 11.5 | 6GB+128GB | Màn Hình HUAWEI FullView 120 Hz | Bàn Phím Rời | Ứng Dụng Văn Phòng WPS 2.0 Chuẩn PC,SBERT,yes,5,UODEGA Tap P70 Tablet với màn hình 12 inch Android13 Full HD Hỗ trợ SIM kép Dung lượng cực lớn 16GB+1TB 15000mAh COD Ultra High Camera 48PM Máy tính bảng đa chức năng 🔥 Mua 1 tặng 6 🔥,0.7404,0.7934,5.0,51,0.5,0
Máy tính bảng HUAWEI MatePad 11.5 | 6GB+128GB | Màn Hình HUAWEI FullView 120 Hz | Bàn Phím Rời | Ứng Dụng Văn Phòng WPS 2.0 Chuẩn PC,PhoBERT,no,1,Máy tính bảng Xiaomi Pad 7 (8+128GB | 8+256GB) | Màn hình 3.2K 144Hz siêu rõ nét | HyperAI | Vi xử lí Snapdragon® 7+ Gen 3 Mobile Platform,0.9485,1.0384,4.89,196,0.85,1
Máy tính bảng HUAWEI MatePad 11.5 | 6GB+128GB | Màn Hình HUAWEI FullView 120 Hz | Bàn Phím Rời | Ứng Dụng Văn Phòng WPS 2.0 Chuẩn PC,PhoBERT,no,2,Máy tính bảng REDMI Pad SE 8.7 Wifi (4+64G | 4+128GB | 6+128G ) | LCD 90Hz | MediaTek Helio G85 8 | Pin 6650mAh,0.9447,1.0376,4.91,489,0.85,1
Máy tính bảng HUAWEI MatePad 11.5 | 6GB+128GB | Màn Hình HUAWEI FullView 120 Hz | Bàn Phím Rời | Ứng Dụng Văn Phòng WPS 2.0 Chuẩn PC,PhoBERT,no,3,"Màn hình máy tính Xiaomi Gaming Monitor G24i | Tám điểm nhấn vượt trội | Màn hình IPS LCD phản hồi nhanh | Chất lượng hình ảnh 1080P rõ nét | GTG 1ms Phản hồi nhanh, độ trễ thấp",0.9435,1.0174,5.0,0,0.7,1
Máy tính bảng HUAWEI MatePad 11.5 | 6GB+128GB | Màn Hình HUAWEI FullView 120 Hz | Bàn Phím Rời | Ứng Dụng Văn Phòng WPS 2.0 Chuẩn PC,PhoBERT,no,4,Laptop Asus Vivobook 14 OLED A1405VA-KM257W (Intel Core i5-13500H | 16GB | 512GB | Intel Iris Xe | 14 inch 2.8K OLED) - Hàng Chính Hãng,0.9362,0.989,5.0,0,0.5,0
Máy tính bảng HUAWEI MatePad 11.5 | 6GB+128GB | Màn Hình HUAWEI FullView 120 Hz | Bàn Phím Rời | Ứng Dụng Văn Phòng WPS 2.0 Chuẩn PC,PhoBERT,no,5,S24 Ultra 2024 Điện Thoại Di Động Mới 5G Thông Minh Android 12GB+512G 7.5inch Màn Hình Đầy Đủ Màn Hình Hd SIM+SD Hỗ Trợ Bluetooth WiFi GPS 6800mah,0.9329,0.9858,5.0,10,0.5,0
Máy tính bảng HUAWEI MatePad 11.5 | 6GB+128GB | Màn Hình HUAWEI FullView 120 Hz | Bàn Phím Rời | Ứng Dụng Văn Phòng WPS 2.0 Chuẩn PC,PhoBERT,yes,1,Máy tính bảng Xiaomi Pad 7 (8+128GB | 8+256GB) | Màn hình 3.2K 144Hz siêu rõ nét | HyperAI | Vi xử lí Snapdragon® 7+ Gen 3 Mobile Platform,0.9485,1.0384,4.89,196,0.85,1
Máy tính bảng HUAWEI MatePad 11.5 | 6GB+128GB | Màn Hình HUAWEI FullView 120 Hz | Bàn Phím Rời | Ứng Dụng Văn Phòng WPS 2.0 Chuẩn PC,PhoBERT,yes,2,Máy tính bảng REDMI Pad SE 8.7 Wifi (4+64G | 4+128GB | 6+128G ) | LCD 90Hz | MediaTek Helio G85 8 | Pin 6650mAh,0.9447,1.0376,4.91,489,0.85,1
Máy tính bảng HUAWEI MatePad 11.5 | 6GB+128GB | Màn Hình HUAWEI FullView 120 Hz | Bàn Phím Rời | Ứng Dụng Văn Phòng WPS 2.0 Chuẩn PC,PhoBERT,yes,3,"Màn hình máy tính Xiaomi Gaming Monitor G24i | Tám điểm nhấn vượt trội | Màn hình IPS LCD phản hồi nhanh | Chất lượng hình ảnh 1080P rõ nét | GTG 1ms Phản hồi nhanh, độ trễ thấp",0.9435,1.0174,5.0,0,0.7,1
Máy tính bảng HUAWEI MatePad 11.5 | 6GB+128GB | Màn Hình HUAWEI FullView 120 Hz | Bàn Phím Rời | Ứng Dụng Văn Phòng WPS 2.0 Chuẩn PC,PhoBERT,yes,4,Máy tính bảng Xiaomi Pad 8 (8+128GB|8+256GB)| Pin 9.200mAh (typ) siêu lớn| Màn hình 3.2K 144Hz siêu sắc nét| Vi xử lý Snapdragon 8s Gen 4,0.9325,1.017,5.0,7,0.8,1
Máy tính bảng HUAWEI MatePad 11.5 | 6GB+128GB | Màn Hình HUAWEI FullView 120 Hz | Bàn Phím Rời | Ứng Dụng Văn Phòng WPS 2.0 Chuẩn PC,PhoBERT,yes,5,Điện thoại thông minh POCO X8 PRO| Pin cực lớn 6500mAh(typ) sạc nhanh 100W| Màn hình AMOLED 1.5K 120Hz,0.9234,1.0123,4.94,406,0.8,1
Máy tính bảng HUAWEI MatePad 11.5 | 6GB+128GB | Màn Hình HUAWEI FullView 120 Hz | Bàn Phím Rời | Ứng Dụng Văn Phòng WPS 2.0 Chuẩn PC,Hybrid-SBERT,no,1,Máy tính bảng Xiaomi Pad 8 Pro (8+128GB|8+256GB)| Pin 9.200mAh (typ) siêu lớn| Màn hình 3.2K 144Hz siêu sắc nét| Vi xử lý Snapdragon 8 Elite,0.9033,0.9772,5.0,0,0.7,1
Máy tính bảng HUAWEI MatePad 11.5 | 6GB+128GB | Màn Hình HUAWEI FullView 120 Hz | Bàn Phím Rời | Ứng Dụng Văn Phòng WPS 2.0 Chuẩn PC,Hybrid-SBERT,no,2,Máy tính bảng Xiaomi Pad 8 (8+128GB|8+256GB)| Pin 9.200mAh (typ) siêu lớn| Màn hình 3.2K 144Hz siêu sắc nét| Vi xử lý Snapdragon 8s Gen 4,0.8517,0.9362,5.0,7,0.8,1
Máy tính bảng HUAWEI MatePad 11.5 | 6GB+128GB | Màn Hình HUAWEI FullView 120 Hz | Bàn Phím Rời | Ứng Dụng Văn Phòng WPS 2.0 Chuẩn PC,Hybrid-SBERT,no,3,Máy tính bảng Xiaomi Pad 7 (8+128GB | 8+256GB) | Màn hình 3.2K 144Hz siêu rõ nét | HyperAI | Vi xử lí Snapdragon® 7+ Gen 3 Mobile Platform,0.7498,0.8397,4.89,196,0.85,1
Máy tính bảng HUAWEI MatePad 11.5 | 6GB+128GB | Màn Hình HUAWEI FullView 120 Hz | Bàn Phím Rời | Ứng Dụng Văn Phòng WPS 2.0 Chuẩn PC,Hybrid-SBERT,no,4,"Xiaomi 15T | Thiết kế thân máy bo tròn thanh lịch | Màn hình 6.83"" bảo vệ mắt cùng tần số quét 120Hz | Xiaomi HyperAI | Sạc nhanh HyperCharge 67W | Pin bền bỉ 5500mAh (typ)",0.6609,0.735,5.0,34,0.7,1
